# grid-files.tsv -- committed input vectors for the bit-exact C-vs-C# comparison harness
# (stage 2, the file-backed code paths). Regenerated by Tools/OracleGrid/gen-grid-files.ps1
# -- never hand-edit this file; a change here has to come from that script, committed
# together with its regenerated output.
#
# WHY THIS GRID EXISTS ALONGSIDE grid-analytic.tsv
#
# grid-analytic.tsv OR-s SEFLG_MOSEPH into every swe_calc/swe_calc_ut row, so it never opens
# an ephemeris data file -- the same restriction Tools/BaselineGen/Program.cs documents for
# the characterization baseline. That leaves read_const, do_fread, get_new_segment,
# rot_back, swi_get_denum, load_dpsi_deps, swe_close, free_planets and the sefstars.txt path
# with no bit-level coverage at all. This grid requests SEFLG_SWIEPH instead, over dates that
# fall inside the two era files this repo ships, so the port actually reads a segment.
#
# COVERAGE
#
# swe_calc / swe_calc_ut: bodies 0-14 (Sun..Pluto, mean/true node, mean/oscillating apogee,
# Earth), crossed with ten Julian days inside the shipped files' combined span (years
# 1200-2399) and six iflag combinations, every one carrying SEFLG_SWIEPH. Two of the ten
# dates straddle the 1800 file boundary (sepl/semo/seas_12.se1 covers 1200-1799, _18.se1
# covers 1800-2399) on purpose, so the grid as a whole exercises both files.
#
# swe_fixstar / swe_fixstar_ut / swe_fixstar2 / swe_fixstar2_ut / swe_fixstar_mag /
# swe_fixstar2_mag: eight star search strings covering a plain name, a multi-word name, a
# leading-comma Bayer-designation-only string, and a combined "name,bayer" string, crossed
# with three Julian days and two iflag combinations (swe_fixstar_mag/swe_fixstar2_mag take
# neither a date nor a flag, so each gets one row per star name).
#
# swe_get_planet_name: every body number that resolves through a named switch case (0-22),
# plus one arbitrary asteroid number this repo ships no per-asteroid data file for, to
# exercise the file-not-found branch of the asteroid-name lookup deliberately. Returns a
# string, not a double -- see below for where that string is written.
#
# THE PLANET/STAR NAME IS CARRIED IN THE err/serr OUTPUT COLUMN
#
# A GET_PLANET_NAME row has zero value (xx/mag) columns. The name swe_get_planet_name
# returns is written into the same output column Tools/CReference/sedump.c and
# Tools/OracleDump/Program.cs already use for swe_calc's serr text -- comparing that column
# byte for byte is exactly the check a returned name needs, and costs no new column or new
# comparison logic in Tools/OracleVerify.
#
# swe_solcross / swe_solcross_ut / swe_mooncross / swe_mooncross_ut / swe_mooncross_node /
# swe_mooncross_node_ut / swe_helio_cross / swe_helio_cross_ut: the same eight crossing
# functions gen-grid-analytic.ps1 covers under SEFLG_MOSEPH, here under SEFLG_SWIEPH so the
# file-backed code path is exercised too. Every date is chosen with enough margin from the
# 1200/2399 span edges and the 1800 file boundary that even the slowest crossing search these
# rows can trigger cannot walk past the two shipped files' combined coverage; swe_helio_cross's
# own body list is narrower than gen-grid-analytic.ps1's for the same reason (a heliocentric
# search can take up to about one orbital period to converge, and Uranus/Neptune/Pluto's
# 84/165/248-year periods are close enough to this grid's file-era margins to risk it).
#
# swe_houses_ex2 / swe_houses_armc_ex2: new in 2.10.03 (absent from
# external/pyswisseph-2.08/swephexp.h entirely). Reached today only through swe_houses/
# swe_houses_ex, which always pass cusp_speed/ascmc_speed/serr as NULL (swehouse.c:173,186),
# so h.do_speed/h.do_hspeed (swehouse.c:642-647) stay FALSE and the 2.10 speed feature is
# switched off in every row that reaches it that way. These rows call the _ex2 forms directly,
# with real cusp_speed/ascmc_speed arrays, so the speed writes actually execute. Guarded
# behind SWISSEPH_HAS_HOUSES_EX2 in sedump.c, the same pattern SWISSEPH_HAS_CROSSING already
# uses for the eight crossing functions -- Tools/OracleDump/Program.cs has no SWISSEPH_HAS_*
# symbol at all, correctly, since the port is single-version and has nothing to guard; only
# sedump.c is compiled against two library versions. HOUSES_ARMC_EX2 touches no file itself (pure
# geometry, like HOUSES_ARMC), so it is added here for dispatch/schema parity with
# grid-analytic.tsv, not file-layer coverage -- see New-HousesArmcEx2Row's own comment.
#
# A FRESH LIBRARY INSTANCE PER ROW, AND A FRESH swe_set_ephe_path PER ROW
#
# Every row here touches file-backed state (which segment is cached, which file handle is
# open, swed.ephepath itself), not just the hidden swe_houses_armc static grid-analytic.tsv
# has to guard against. Both drivers reset all library state before every row -- see each
# driver's own header comment for how, and scripts/run-oracle-dump.ps1's header for why the
# .NET side's OnLoadFile handler has to be attached before swe_set_ephe_path is called, not
# after.
#
# COLUMNS (tab-separated, one call per line, LF line endings, empty string where a column
# does not apply to that row's func)
#
#   case_id    stable, unique, pipe-delimited id; ordinal comparison sorts it deterministically
#   func       CALC | CALC_UT | FIXSTAR | FIXSTAR_UT | FIXSTAR2 | FIXSTAR2_UT | FIXSTAR_MAG |
#              FIXSTAR2_MAG | GET_PLANET_NAME | SOLCROSS | SOLCROSS_UT | MOONCROSS |
#              MOONCROSS_UT | MOONCROSS_NODE | MOONCROSS_NODE_UT | HELIO_CROSS |
#              HELIO_CROSS_UT | HOUSES_EX | HOUSES_EX2 | HOUSES_ARMC_EX2 | NOD_APS_UT
#   ipl        body number                                        [CALC, CALC_UT,
#              GET_PLANET_NAME, HELIO_CROSS, HELIO_CROSS_UT, NOD_APS_UT]
#   tjd        Julian day (ET for CALC/FIXSTAR/FIXSTAR2/SOLCROSS/MOONCROSS/MOONCROSS_NODE/
#              HELIO_CROSS; UT for the corresponding _UT funcs)
#              [CALC, CALC_UT, FIXSTAR, FIXSTAR_UT, FIXSTAR2, FIXSTAR2_UT, SOLCROSS,
#              SOLCROSS_UT, MOONCROSS, MOONCROSS_UT, MOONCROSS_NODE, MOONCROSS_NODE_UT,
#              HELIO_CROSS, HELIO_CROSS_UT]
#   iflag      swe_calc/swe_fixstar/crossing-func iflag, with SEFLG_SWIEPH already OR-ed in
#              [CALC, CALC_UT, FIXSTAR, FIXSTAR_UT, FIXSTAR2, FIXSTAR2_UT, SOLCROSS,
#              SOLCROSS_UT, MOONCROSS, MOONCROSS_UT, MOONCROSS_NODE, MOONCROSS_NODE_UT,
#              HELIO_CROSS, HELIO_CROSS_UT]
#   star       star name or search string                         [FIXSTAR, FIXSTAR_UT, FIXSTAR2, FIXSTAR2_UT, FIXSTAR_MAG, FIXSTAR2_MAG]
#   geolon     geographic longitude, degrees east                 [CALC/CALC_UT topo rows; HOUSES_EX/HOUSES_EX2]
#   geolat     geographic latitude, degrees north                 [CALC/CALC_UT topo rows; HOUSES_EX/HOUSES_EX2; HOUSES_ARMC_EX2]
#   height     observer height above sea level, metres            [CALC/CALC_UT topo rows only]
#   sid_mode   swe_set_sid_mode mode, applied before the row runs [CALC/CALC_UT/HOUSES_EX/HOUSES_EX2 rows whose iflag carries SEFLG_SIDEREAL];
#              cycled across all 47 predefined modes (Get-NextSidMode), not pinned to one
#   x2cross    target ecliptic longitude to cross, degrees        [SOLCROSS, SOLCROSS_UT,
#              MOONCROSS, MOONCROSS_UT, HELIO_CROSS, HELIO_CROSS_UT]
#   dir        swe_helio_cross(_ut) search direction: >= 0 forward, < 0 backward
#              [HELIO_CROSS, HELIO_CROSS_UT]
#   t0         SE_SIDM_USER reference epoch, TT; always empty in this grid today (this grid's
#              own SIDEREAL rows use only predefined modes) -- present so the schema matches
#              gen-grid-analytic.ps1's, which does use it
#   ayan_t0    SE_SIDM_USER ayanamsa at t0, degrees; same emptiness note as t0
#   method     swe_nod_aps_ut method bitmask                        [NOD_APS_UT]
#   hsys       house-system letter               [HOUSES_EX, HOUSES_EX2, HOUSES_ARMC_EX2]
#   armc       ARMC, degrees                                       [HOUSES_ARMC_EX2]
#   eps        obliquity of the ecliptic, degrees                  [HOUSES_ARMC_EX2]
#
# x2cross and dir are appended after sid_mode, and t0/ayan_t0 after those, rather than
# interleaved among the original ten columns, so every column this grid's other funcs already
# used keeps the same index it always had -- the same additive-not-renumbering choice
# gen-grid-analytic.ps1 makes. method/hsys are a second additive tail after ayan_t0, for the
# same reason: HOUSES_EX and NOD_APS_UT are the two of grid-analytic.tsv's six new funcs
# (HOUSES_EX/AYANAMSA_UT/SIDTIME/AZALT/HOUSE_NAME/NOD_APS_UT) where reading a real .se1 file
# changes what gets exercised -- the sidereal ayanamsa behind swe_houses_ex, and
# swe_nod_aps_ut's planetary positions (including SE_CHIRON, which has no Moshier model at
# all) -- so only those two get a func token here; the other four open no file, or would be
# an identical code path to their grid-analytic.tsv coverage, and are covered there instead.
# hsys sits where it does, rather than reusing a column HOUSES/HOUSES_ARMC might have shared
# the way grid-analytic.tsv's HOUSES_EX rows reuse fields[5], because this grid never carries
# swe_houses/swe_houses_armc rows of its own and so never allocated an hsys column at all
# until HOUSES_EX needed one. armc and eps are a THIRD additive tail, at the very end, for the
# same reason again: HOUSES_ARMC_EX2 is the first func this grid has ever carried that takes
# an armc/eps pair as direct input (grid-analytic.tsv already carries them, for its own
# HOUSES_ARMC rows) -- this addition is therefore a two-grid schema change, since
# grid-jpl.tsv carries this header byte-for-byte (see gen-grid-jpl.ps1's own header).
#
# Lines starting with '#' are comments. The first non-comment line is the column-name header
# below and is not a data row -- both drivers assert it matches verbatim before reading any
# data.
case_id	func	ipl	tjd	iflag	star	geolon	geolat	height	sid_mode	x2cross	dir	t0	ayan_t0	method	hsys	armc	eps
CALC|0|2195878|PLAIN	CALC	0	2195878	2													
CALCUT|0|2195878|PLAIN	CALC_UT	0	2195878	2													
CALC|0|2195878|SPEED	CALC	0	2195878	258													
CALCUT|0|2195878|SPEED	CALC_UT	0	2195878	258													
CALC|0|2195878|TOPOCTR	CALC	0	2195878	32770		-118.24	34.05	100									
CALCUT|0|2195878|TOPOCTR	CALC_UT	0	2195878	32770		-118.24	34.05	100									
CALC|0|2195878|SIDEREAL	CALC	0	2195878	65538					0								
CALCUT|0|2195878|SIDEREAL	CALC_UT	0	2195878	65538					0								
CALC|0|2195878|HELCTR	CALC	0	2195878	10													
CALCUT|0|2195878|HELCTR	CALC_UT	0	2195878	10													
CALC|0|2195878|BARYCTR	CALC	0	2195878	16386													
CALCUT|0|2195878|BARYCTR	CALC_UT	0	2195878	16386													
CALC|0|2269091|PLAIN	CALC	0	2269091	2													
CALCUT|0|2269091|PLAIN	CALC_UT	0	2269091	2													
CALC|0|2269091|SPEED	CALC	0	2269091	258													
CALCUT|0|2269091|SPEED	CALC_UT	0	2269091	258													
CALC|0|2269091|TOPOCTR	CALC	0	2269091	32770		-118.24	34.05	100									
CALCUT|0|2269091|TOPOCTR	CALC_UT	0	2269091	32770		-118.24	34.05	100									
CALC|0|2269091|SIDEREAL	CALC	0	2269091	65538					1								
CALCUT|0|2269091|SIDEREAL	CALC_UT	0	2269091	65538					1								
CALC|0|2269091|HELCTR	CALC	0	2269091	10													
CALCUT|0|2269091|HELCTR	CALC_UT	0	2269091	10													
CALC|0|2269091|BARYCTR	CALC	0	2269091	16386													
CALCUT|0|2269091|BARYCTR	CALC_UT	0	2269091	16386													
CALC|0|2342053|PLAIN	CALC	0	2342053	2													
CALCUT|0|2342053|PLAIN	CALC_UT	0	2342053	2													
CALC|0|2342053|SPEED	CALC	0	2342053	258													
CALCUT|0|2342053|SPEED	CALC_UT	0	2342053	258													
CALC|0|2342053|TOPOCTR	CALC	0	2342053	32770		-118.24	34.05	100									
CALCUT|0|2342053|TOPOCTR	CALC_UT	0	2342053	32770		-118.24	34.05	100									
CALC|0|2342053|SIDEREAL	CALC	0	2342053	65538					2								
CALCUT|0|2342053|SIDEREAL	CALC_UT	0	2342053	65538					2								
CALC|0|2342053|HELCTR	CALC	0	2342053	10													
CALCUT|0|2342053|HELCTR	CALC_UT	0	2342053	10													
CALC|0|2342053|BARYCTR	CALC	0	2342053	16386													
CALCUT|0|2342053|BARYCTR	CALC_UT	0	2342053	16386													
CALC|0|2360545|PLAIN	CALC	0	2360545	2													
CALCUT|0|2360545|PLAIN	CALC_UT	0	2360545	2													
CALC|0|2360545|SPEED	CALC	0	2360545	258													
CALCUT|0|2360545|SPEED	CALC_UT	0	2360545	258													
CALC|0|2360545|TOPOCTR	CALC	0	2360545	32770		-118.24	34.05	100									
CALCUT|0|2360545|TOPOCTR	CALC_UT	0	2360545	32770		-118.24	34.05	100									
CALC|0|2360545|SIDEREAL	CALC	0	2360545	65538					3								
CALCUT|0|2360545|SIDEREAL	CALC_UT	0	2360545	65538					3								
CALC|0|2360545|HELCTR	CALC	0	2360545	10													
CALCUT|0|2360545|HELCTR	CALC_UT	0	2360545	10													
CALC|0|2360545|BARYCTR	CALC	0	2360545	16386													
CALCUT|0|2360545|BARYCTR	CALC_UT	0	2360545	16386													
CALC|0|2375028|PLAIN	CALC	0	2375028	2													
CALCUT|0|2375028|PLAIN	CALC_UT	0	2375028	2													
CALC|0|2375028|SPEED	CALC	0	2375028	258													
CALCUT|0|2375028|SPEED	CALC_UT	0	2375028	258													
CALC|0|2375028|TOPOCTR	CALC	0	2375028	32770		-118.24	34.05	100									
CALCUT|0|2375028|TOPOCTR	CALC_UT	0	2375028	32770		-118.24	34.05	100									
CALC|0|2375028|SIDEREAL	CALC	0	2375028	65538					4								
CALCUT|0|2375028|SIDEREAL	CALC_UT	0	2375028	65538					4								
CALC|0|2375028|HELCTR	CALC	0	2375028	10													
CALCUT|0|2375028|HELCTR	CALC_UT	0	2375028	10													
CALC|0|2375028|BARYCTR	CALC	0	2375028	16386													
CALCUT|0|2375028|BARYCTR	CALC_UT	0	2375028	16386													
CALC|0|2382332|PLAIN	CALC	0	2382332	2													
CALCUT|0|2382332|PLAIN	CALC_UT	0	2382332	2													
CALC|0|2382332|SPEED	CALC	0	2382332	258													
CALCUT|0|2382332|SPEED	CALC_UT	0	2382332	258													
CALC|0|2382332|TOPOCTR	CALC	0	2382332	32770		-118.24	34.05	100									
CALCUT|0|2382332|TOPOCTR	CALC_UT	0	2382332	32770		-118.24	34.05	100									
CALC|0|2382332|SIDEREAL	CALC	0	2382332	65538					5								
CALCUT|0|2382332|SIDEREAL	CALC_UT	0	2382332	65538					5								
CALC|0|2382332|HELCTR	CALC	0	2382332	10													
CALCUT|0|2382332|HELCTR	CALC_UT	0	2382332	10													
CALC|0|2382332|BARYCTR	CALC	0	2382332	16386													
CALCUT|0|2382332|BARYCTR	CALC_UT	0	2382332	16386													
CALC|0|2415023|PLAIN	CALC	0	2415023	2													
CALCUT|0|2415023|PLAIN	CALC_UT	0	2415023	2													
CALC|0|2415023|SPEED	CALC	0	2415023	258													
CALCUT|0|2415023|SPEED	CALC_UT	0	2415023	258													
CALC|0|2415023|TOPOCTR	CALC	0	2415023	32770		-118.24	34.05	100									
CALCUT|0|2415023|TOPOCTR	CALC_UT	0	2415023	32770		-118.24	34.05	100									
CALC|0|2415023|SIDEREAL	CALC	0	2415023	65538					6								
CALCUT|0|2415023|SIDEREAL	CALC_UT	0	2415023	65538					6								
CALC|0|2415023|HELCTR	CALC	0	2415023	10													
CALCUT|0|2415023|HELCTR	CALC_UT	0	2415023	10													
CALC|0|2415023|BARYCTR	CALC	0	2415023	16386													
CALCUT|0|2415023|BARYCTR	CALC_UT	0	2415023	16386													
CALC|0|2488072|PLAIN	CALC	0	2488072	2													
CALCUT|0|2488072|PLAIN	CALC_UT	0	2488072	2													
CALC|0|2488072|SPEED	CALC	0	2488072	258													
CALCUT|0|2488072|SPEED	CALC_UT	0	2488072	258													
CALC|0|2488072|TOPOCTR	CALC	0	2488072	32770		-118.24	34.05	100									
CALCUT|0|2488072|TOPOCTR	CALC_UT	0	2488072	32770		-118.24	34.05	100									
CALC|0|2488072|SIDEREAL	CALC	0	2488072	65538					7								
CALCUT|0|2488072|SIDEREAL	CALC_UT	0	2488072	65538					7								
CALC|0|2488072|HELCTR	CALC	0	2488072	10													
CALCUT|0|2488072|HELCTR	CALC_UT	0	2488072	10													
CALC|0|2488072|BARYCTR	CALC	0	2488072	16386													
CALCUT|0|2488072|BARYCTR	CALC_UT	0	2488072	16386													
CALC|0|2561120|PLAIN	CALC	0	2561120	2													
CALCUT|0|2561120|PLAIN	CALC_UT	0	2561120	2													
CALC|0|2561120|SPEED	CALC	0	2561120	258													
CALCUT|0|2561120|SPEED	CALC_UT	0	2561120	258													
CALC|0|2561120|TOPOCTR	CALC	0	2561120	32770		-118.24	34.05	100									
CALCUT|0|2561120|TOPOCTR	CALC_UT	0	2561120	32770		-118.24	34.05	100									
CALC|0|2561120|SIDEREAL	CALC	0	2561120	65538					8								
CALCUT|0|2561120|SIDEREAL	CALC_UT	0	2561120	65538					8								
CALC|0|2561120|HELCTR	CALC	0	2561120	10													
CALCUT|0|2561120|HELCTR	CALC_UT	0	2561120	10													
CALC|0|2561120|BARYCTR	CALC	0	2561120	16386													
CALCUT|0|2561120|BARYCTR	CALC_UT	0	2561120	16386													
CALC|0|2593992|PLAIN	CALC	0	2593992	2													
CALCUT|0|2593992|PLAIN	CALC_UT	0	2593992	2													
CALC|0|2593992|SPEED	CALC	0	2593992	258													
CALCUT|0|2593992|SPEED	CALC_UT	0	2593992	258													
CALC|0|2593992|TOPOCTR	CALC	0	2593992	32770		-118.24	34.05	100									
CALCUT|0|2593992|TOPOCTR	CALC_UT	0	2593992	32770		-118.24	34.05	100									
CALC|0|2593992|SIDEREAL	CALC	0	2593992	65538					9								
CALCUT|0|2593992|SIDEREAL	CALC_UT	0	2593992	65538					9								
CALC|0|2593992|HELCTR	CALC	0	2593992	10													
CALCUT|0|2593992|HELCTR	CALC_UT	0	2593992	10													
CALC|0|2593992|BARYCTR	CALC	0	2593992	16386													
CALCUT|0|2593992|BARYCTR	CALC_UT	0	2593992	16386													
CALC|1|2195878|PLAIN	CALC	1	2195878	2													
CALCUT|1|2195878|PLAIN	CALC_UT	1	2195878	2													
CALC|1|2195878|SPEED	CALC	1	2195878	258													
CALCUT|1|2195878|SPEED	CALC_UT	1	2195878	258													
CALC|1|2195878|TOPOCTR	CALC	1	2195878	32770		-118.24	34.05	100									
CALCUT|1|2195878|TOPOCTR	CALC_UT	1	2195878	32770		-118.24	34.05	100									
CALC|1|2195878|SIDEREAL	CALC	1	2195878	65538					10								
CALCUT|1|2195878|SIDEREAL	CALC_UT	1	2195878	65538					10								
CALC|1|2195878|HELCTR	CALC	1	2195878	10													
CALCUT|1|2195878|HELCTR	CALC_UT	1	2195878	10													
